Customer ID,Total_Sales,Total_Profit,Total_Quantity,Order_Count,Average_Order_Value,Cluster
KD-16615,2243.51,539.7219,56,5,172.57769230769233,1
KE-16420,1686.7312,397.87989999999996,67,8,112.44874666666666,0
KF-16285,10604.266000000001,1660.1386,67,7,589.125888888889,0
KH-16330,3312.864,454.78709999999984,70,8,184.048,0
KH-16360,3100.612,528.2051,40,6,221.47228571428573,1
KH-16510,5952.859,656.1161999999999,91,7,258.81995652173913,0
KH-16630,3918.9660000000003,727.3785999999999,84,9,230.5274117647059,0
KH-16690,5990.799000000001,1227.5091000000002,69,7,399.38660000000004,0
KL-16555,5016.488,-182.78130000000013,84,8,228.02218181818182,0
KL-16645,14175.229000000001,806.8549999999996,113,12,488.80100000000004,0
KM-16225,2260.958,635.1057,72,6,118.99778947368422,1
KM-16375,5620.186,973.7902,69,8,281.0093,0
KM-16660,453.538,91.1391,30,5,50.39311111111111,1
KM-16720,4909.472,745.7684999999997,98,8,175.33828571428572,0
KN-16390,2617.272,-151.15179999999992,56,9,153.95717647058822,0
KN-16450,2171.962,114.3082999999999,49,5,271.49525,1
KN-16705,2280.58,329.7625,55,8,152.03866666666667,1
KS-16300,88.47200000000001,0.11099999999999888,10,3,22.118000000000002,1
KT-16465,3057.1,254.00319999999982,45,7,218.3642857142857,1
KT-16480,4642.0884,194.06709999999998,37,10,357.08372307692304,0
KW-16435,4416.5199999999995,1756.1349999999995,42,5,441.65199999999993,0
KW-16570,449.096,107.92699999999999,22,4,89.8192,1
LA-16780,8673.222,2059.1199,105,11,333.5854615384615,0
LB-16735,50.188,18.6507,12,3,16.729333333333333,1
LB-16795,4985.676,-52.19100000000021,76,8,207.7365,0
LC-16870,2580.704,-188.25110000000004,113,8,86.02346666666668,0
LC-16885,7663.126,1288.3468999999998,93,12,333.17939130434786,0
LC-16930,4492.946,288.26600000000025,52,8,320.9247142857143,0
LC-16960,3246.626,299.4802000000001,30,4,463.8037142857143,1
LC-17050,2095.064,86.77799999999998,43,5,232.78488888888887,1
LC-17140,2633.582,231.12519999999998,62,9,138.60957894736842,0
LD-16855,5.304,0.46409999999999996,3,1,5.304,1
LD-17005,1961.934,557.1714000000001,25,4,280.27628571428573,1
LE-16810,1469.45,161.7649,32,6,163.27222222222224,1
LF-17185,3930.508999999999,-3583.977000000001,69,7,245.65681249999994,1
LH-16750,287.426,12.627700000000017,12,3,95.80866666666667,1
LH-16900,2295.332,526.0726999999999,64,9,153.02213333333333,0
LH-17020,318.23900000000003,-242.73989999999998,34,4,53.03983333333334,1
LH-17155,1739.689,316.52019999999993,44,9,91.56257894736842,1
LL-16840,2741.2039999999997,560.0077999999999,50,6,228.43366666666665,1
LM-17065,1346.7740000000001,-44.878,32,5,192.39628571428574,1
LO-17170,644.35,150.1712,34,5,71.59444444444445,1
LP-17080,756.6059999999999,110.78129999999997,39,4,84.06733333333332,1
LP-17095,3653.399,338.44539999999984,52,7,243.55993333333333,0
LR-16915,5142.892,535.4763999999997,64,6,321.43075,0
LR-17035,1879.306,-382.80790000000025,44,5,156.60883333333334,1
LS-16945,2845.2700000000004,-318.7737000000002,51,6,203.23357142857145,1
LS-16975,2988.674,262.6366999999999,63,9,135.8488181818182,0
LS-17200,1010.2560000000001,244.19699999999997,54,6,72.16114285714286,1
LS-17230,368.88,39.19519999999998,16,3,61.48,1
LS-17245,1008.1360000000001,348.3584,47,6,84.01133333333334,1
LT-16765,329.876,59.036,8,3,109.95866666666666,1
LT-17110,2936.252,320.9729999999999,63,8,209.73228571428572,0
LW-16825,2238.061,32.576699999999896,50,5,149.20406666666668,1
LW-16990,3230.308,662.8339,38,6,293.66436363636365,1
LW-17125,1259.04,192.63119999999998,15,3,251.808,1
LW-17215,5420.514,837.2411000000002,59,7,361.3676,0
MA-17560,4299.161,1240.2266,117,11,126.44591176470588,0
MA-17995,2453.2840000000006,280.7822,42,6,204.44033333333337,1
MB-17305,1548.702,212.42499999999998,63,10,81.51063157894737,0
MB-18085,1428.2310000000002,117.80569999999997,39,7,142.8231,1
MC-17275,2725.982,461.0013999999998,54,8,209.69092307692307,0
MC-17425,4432.138,1802.3903,48,5,443.2138,0
MC-17575,1303.893,210.74929999999992,40,8,118.53572727272727,1
MC-17590,2426.0669999999996,288.9841000000001,47,6,142.70982352941175,1
MC-17605,2258.192,195.44859999999989,60,8,125.45511111111111,1
MC-17635,795.154,-247.94350000000014,33,4,99.39425,1
MC-17845,3805.714,698.4173999999998,45,7,271.83671428571427,0
MC-18100,2218.98,-64.16680000000007,73,10,116.78842105263158,0
MC-18130,1581.9979999999998,121.75650000000007,34,5,143.81799999999998,1
MD-17350,3766.382,-241.94999999999993,64,7,221.5518823529412,0
MD-17860,1204.91,-4.040300000000045,45,5,150.61375,1
ME-17320,10663.728000000001,1859.4694999999997,82,10,484.71490909090915,0
ME-17725,1908.4532,77.81280000000001,46,8,146.80409230769231,1
ME-18010,1256.9440000000002,107.36039999999998,15,4,209.4906666666667,1
MF-17665,937.0390000000001,-341.5265000000002,36,5,117.12987500000001,1
MF-18250,1758.3,456.8607999999999,38,5,146.525,1
MG-17650,3785.276,341.8979999999999,57,7,270.37685714285715,0
MG-17680,2350.188,25.8886,25,4,235.0188,1
MG-17695,1342.2820000000002,-398.7932000000001,23,3,191.75457142857144,1
MG-17875,1242.833,-470.7684000000002,23,5,177.54757142857144,1
MG-17890,776.384,171.73719999999994,35,9,59.72184615384616,1
MG-18145,3061.5429999999997,-93.6030000000001,42,4,382.69287499999996,1
MG-18205,16.739000000000004,-1.2453000000000016,8,1,8.369500000000002,1
MH-17290,2394.025,28.761199999999995,55,6,184.15576923076924,1
MH-17440,400.01599999999996,61.428599999999996,25,4,44.44622222222222,1
MH-17455,2456.1820000000002,484.77329999999995,45,8,223.28927272727276,1
MH-17620,1252.8000000000002,122.36120000000005,19,4,208.80000000000004,1
MH-17785,2203.7780000000002,238.56140000000008,42,7,200.34345454545456,1
MH-18025,2984.948,476.9032000000001,31,5,298.4948,1
MH-18115,5503.093,170.97459999999987,79,9,250.1405909090909,0
MJ-17740,6320.746,1054.5528999999997,50,7,421.38306666666665,0
MK-17905,2302.368,-405.35589999999996,73,8,135.43341176470588,0
MK-18160,1031.602,227.83379999999997,43,4,93.78200000000001,1
ML-17395,2722.843,684.9162,72,9,136.14215,0
ML-17410,2921.5,-76.1755,51,6,194.76666666666668,1
ML-17755,2071.9139999999998,409.5111999999998,53,7,159.378,1
ML-18040,742.082,138.71620000000001,18,3,185.5205,1
ML-18265,162.232,42.6648,7,2,54.077333333333335,1
MM-17260,1314.0230000000001,178.40199999999987,17,4,219.00383333333335,1
MM-17920,3794.08,82.12499999999991,68,11,237.13,0
MM-18055,2749.881,-520.3443000000001,73,8,144.7305789473684,0
MM-18280,775.414,58.8916,32,9,64.61783333333334,1
MN-17935,2477.9460000000004,290.82270000000005,36,6,247.79460000000003,1
MO-17500,922.4870000000001,59.35769999999992,15,4,184.49740000000003,1
MO-17800,1687.027,169.34369999999996,49,8,153.3660909090909,1
MO-17950,154.288,-82.00740000000002,14,2,38.572,1
MP-17470,3206.132,600.2872999999998,77,7,229.00942857142857,0
MP-17965,3983.6420000000003,638.1563,62,9,199.18210000000002,0
MP-18175,5087.92,226.45289999999997,78,9,267.78526315789475,0
MR-17545,639.178,162.93629999999996,29,4,106.52966666666667,1
MS-17365,7443.6900000000005,844.9354999999997,105,10,310.15375,0
MS-17530,475.65599999999995,84.02679999999997,21,4,67.95085714285713,1
MS-17710,1613.402,247.43479999999994,48,6,107.56013333333334,1
MS-17770,3144.678,280.85839999999996,73,9,165.5093684210526,0
MS-17830,370.34799999999996,19.431200000000004,14,4,74.0696,1
MS-17980,855.116,55.226000000000006,49,6,77.73781818181818,1
MT-17815,2890.139,509.0068000000001,31,6,289.01390000000004,1
MT-18070,1319.4497999999999,-23.676300000000012,44,4,119.94998181818181,1
MV-17485,1560.05,189.02579999999992,52,9,104.00333333333333,1
MV-18190,1734.574,273.85819999999995,37,7,157.68854545454545,1
MW-18220,5341.900000000001,1238.422,51,7,381.56428571428575,0
MW-18235,5253.876,1665.5159999999998,13,2,1751.2920000000001,0
MY-17380,2254.2850000000003,319.12109999999996,49,7,173.40653846153847,1
MY-18295,4152.696,-371.7111,89,11,197.74742857142857,0
MZ-17335,593.606,85.01909999999997,11,4,98.93433333333333,1
MZ-17515,2564.906,787.7503,39,6,256.4906,1
NB-18580,273.87199999999996,24.788800000000002,7,2,136.93599999999998,1
NB-18655,1972.599,117.64289999999988,64,9,116.03523529411764,0
NC-18340,2461.404,580.3074999999999,54,5,144.7884705882353,1
NC-18415,2218.99,-2204.8072,38,6,158.4992857142857,1
NC-18535,8241.739,1314.7579999999996,64,7,549.4492666666666,0
NC-18625,1821.7420000000002,-359.02100000000013,29,5,202.4157777777778,1
ND-18370,4326.139,353.6454999999999,63,9,240.34105555555556,0
ND-18460,2893.4550000000004,443.3367999999998,36,6,361.68187500000005,1
NF-18385,8322.826000000001,-1695.9714000000006,52,7,594.4875714285715,0
NF-18475,377.16200000000003,85.92779999999999,13,4,94.29050000000001,1
NF-18595,2031.4720000000002,388.2130999999999,55,7,169.28933333333336,1
NG-18355,1869.58,313.6334999999999,45,5,116.84875,1
NG-18430,1395.9379999999999,217.08929999999998,41,5,155.1042222222222,1
NH-18610,2673.29,760.1665999999998,52,7,243.02636363636364,1
NK-18490,572.048,121.21769999999998,51,7,52.004363636363635,1
NL-18310,1418.0900000000001,343.63809999999995,44,4,141.80900000000003,1
NM-18445,6459.344,2751.6848999999997,44,7,461.3817142857143,0
NM-18520,2161.979,788.9525,60,10,144.1319333333333,0
NP-18325,5529.62,1208.8890000000001,77,6,263.3152380952381,0
NP-18670,3908.402,514.6001999999999,46,5,390.8402,1
NP-18685,1228.698,514.5017,23,6,175.52828571428572,1
NP-18700,7903.1825,631.2281999999999,63,7,607.9371153846154,0
NR-18550,2367.277,-25.14880000000005,37,5,182.09823076923078,1
NS-18505,2575.863,-12.304000000000006,52,4,171.7242,1
NS-18640,2964.823,-234.7714000000001,113,13,114.03165384615384,0
NW-18400,7234.014,1023.1229999999998,78,7,328.8188181818182,0
NZ-18565,2488.31,402.4236000000001,77,9,124.4155,0
ON-18715,1567.52,-5.889000000000095,58,9,104.50133333333333,1
OT-18730,3818.6240000000003,-925.1203000000002,51,5,381.86240000000004,1
PA-19060,729.408,225.85879999999995,27,6,104.20114285714286,1
PB-18805,740.356,229.2257,54,3,74.0356,1
PB-19105,688.3240000000001,218.15969999999993,18,4,137.6648,1
PB-19150,1456.95,280.66059999999993,54,8,132.45000000000002,1
PB-19210,132.738,21.897,10,2,66.369,1
PC-18745,1832.064,272.6849999999999,22,4,366.4128,1
PC-19000,1061.488,-184.33640000000008,18,2,353.82933333333335,1
PF-19120,9062.864000000001,-614.2943000000007,75,4,476.9928421052632,0
PF-19165,2770.0,196.87389999999976,34,6,277.0,1
PF-19225,2206.128,591.3118000000001,32,5,220.61280000000002,1
PG-18820,3086.907,137.46129999999988,83,13,118.72719230769232,0
PG-18895,1987.1640000000002,334.5163,61,9,116.89200000000001,0
PH-18790,729.6480000000001,47.88779999999998,6,1,364.82400000000007,1
PJ-18835,1220.0900000000001,442.1355,46,8,93.85307692307694,1
PJ-19015,1824.2340000000002,682.9979000000001,25,7,182.42340000000002,1
PK-18910,1441.1520000000003,-798.7050000000003,14,2,480.38400000000007,1
PK-19075,8646.934000000001,2038.2675999999997,107,12,345.87736000000007,0
PL-18925,239.48100000000005,-0.7527000000000008,29,5,29.935125000000006,1
PM-18940,1405.402,157.87679999999992,16,3,351.3505,1
PM-19135,4115.662,526.7537000000002,36,4,587.9517142857143,1
PN-18775,1467.152,192.03959999999998,47,8,112.85784615384615,1
PO-18850,7473.828200000001,38.47569999999979,91,11,339.7194636363637,0
PO-18865,2493.214,437.8533,54,7,191.7856923076923,1
PO-19180,4893.043,1155.4331,65,9,271.8357222222222,0
PO-19195,1056.858,-49.70090000000004,32,5,105.6858,1
PP-18955,7252.608,1495.0853999999997,138,10,213.312,0
PR-18880,1840.178,247.6225999999999,43,5,153.34816666666669,1
PS-18760,2181.479,-134.44099999999992,75,6,103.87995238095237,1
PS-18970,1278.639,198.50989999999996,52,8,98.35684615384615,1
PS-19045,6843.634,1742.7296999999996,47,7,526.4333846153846,0
PT-19090,160.572,-20.050800000000017,19,4,22.93885714285714,1
PV-18985,2876.046,434.5284000000001,52,5,221.23430769230768,1
PW-19030,3454.916,803.8168999999999,48,10,265.76276923076927,0
PW-19240,3922.4150000000004,1290.354,39,7,326.8679166666667,0
QJ-19255,6108.338,1203.6768000000002,61,9,469.8721538461538,0
RA-19285,2617.906,546.0881999999999,58,9,153.9944705882353,0
RA-19885,3832.3140000000003,1292.8656,53,7,255.48760000000001,0
RA-19915,4793.543000000001,304.8672999999999,75,9,217.88831818181822,0
RA-19945,1686.9225000000001,-445.6949999999999,27,5,187.43583333333333,1
RB-19330,1008.1959999999999,-164.40619999999996,16,2,168.03266666666664,1
RB-19360,15117.339,6976.095899999999,71,6,839.8521666666667,0
RB-19435,2663.0860000000002,477.2399,66,8,166.44287500000002,0
RB-19465,4715.466,640.5465999999999,85,12,205.02026086956522,0
RB-19570,528.546,76.8879,35,5,58.72733333333334,1
RB-19645,221.084,72.67899999999999,29,5,31.583428571428573,1
RB-19705,2067.45,243.07549999999986,22,4,295.34999999999997,1
RB-19795,5633.316000000001,-461.7332000000002,92,8,312.96200000000005,0
RC-19825,966.409,63.9914,29,6,96.6409,1
RC-19960,885.7520000000001,10.563299999999984,44,6,80.5229090909091,1
RD-19480,4272.93,480.5939999999999,60,8,284.862,0
RD-19585,2912.8940000000002,734.5158,73,10,153.3102105263158,0
RD-19660,2786.632,835.7719999999999,23,5,557.3264,1
RD-19720,1419.737,207.3304,78,10,70.98685,0
RD-19810,1137.616,318.4625,63,8,71.101,1
RD-19900,3133.924,455.5291999999999,85,9,149.2344761904762,0
RD-19930,970.9420000000001,35.057400000000015,33,4,97.09420000000001,1
RE-19405,48.36,6.044999999999995,5,1,48.36,1
RE-19450,876.696,209.2294,47,5,97.41066666666667,1
RF-19345,3309.15,633.7072,67,8,206.821875,0
RF-19735,2341.2960000000003,711.6168,53,7,167.2354285714286,1
RF-19840,945.222,280.0261,45,8,85.92927272727273,1
RH-19495,3621.3759999999997,563.7876999999999,38,5,452.67199999999997,1
RH-19510,6979.18,1289.4534999999994,43,6,581.5983333333334,0
RH-19555,740.382,0.30569999999996256,11,2,246.79399999999998,1
RH-19600,2085.7400000000002,172.62609999999984,43,3,189.61272727272728,1
RK-19300,1460.192,269.688,29,3,182.524,1
RL-19615,6234.91,488.14839999999975,101,8,259.78791666666666,0
RM-19375,1453.474,392.1499,29,6,161.4971111111111,1
RM-19675,5979.0960000000005,1902.5438,39,5,543.5541818181819,0
RM-19750,98.35,28.687899999999992,4,1,49.175,1
RO-19780,3815.478,-1262.5715999999998,48,7,317.9565,1
RP-19270,954.6451999999999,59.53840000000004,47,4,79.55376666666666,1
RP-19390,5153.084000000001,465.25030000000015,88,12,206.12336000000002,0
RP-19855,2170.716,594.5867999999999,61,8,144.71439999999998,0
RR-19315,615.932,-73.83499999999995,7,2,153.983,1
RR-19525,3302.262,721.6825999999999,36,6,330.2262,1
RS-19420,3221.29,633.4514,29,5,357.9211111111111,1
RS-19765,4159.7699999999995,1206.3851,54,8,297.12642857142856,0
RS-19870,22.328,9.5838,10,2,7.442666666666667,1
RW-19540,7397.401,1586.6272999999999,89,7,321.6261304347826,0
RW-19630,3279.746,698.8324999999999,53,9,204.984125,0
RW-19690,3495.646,707.5502999999998,61,5,233.04306666666668,1
SA-20830,4767.3415,610.1495999999996,75,10,227.01626190476193,0
SB-20170,1348.02,157.66579999999993,24,3,192.5742857142857,1
SB-20185,6410.996,885.4623999999994,45,6,534.2496666666667,0
SB-20290,8057.891,-2082.7451000000005,84,7,473.9935882352941,0
SC-20020,3362.9636,-317.0508000000001,62,5,197.8213882352941,1
SC-20050,4624.572,1011.7442999999997,61,9,308.3048,0
SC-20095,14142.333999999999,5757.4119,87,9,642.8333636363636,0
SC-20230,4371.9580000000005,440.1409999999999,49,4,397.4507272727273,1
SC-20260,3729.7929999999997,671.0033999999999,63,8,207.21072222222222,0
SC-20305,3979.065,229.16170000000002,64,7,331.58875,0
SC-20380,5992.536,236.66149999999982,80,9,299.6268,0
SC-20440,1874.998,379.5610999999998,44,7,187.4998,1
SC-20575,902.7280000000001,100.22529999999995,30,5,128.96114285714287,1
SC-20680,1254.64,370.1578,26,6,156.83,1
SC-20695,2576.408,611.8290999999998,66,10,184.02914285714286,0
SC-20725,5226.21,1276.6513,133,11,201.0080769230769,0
SC-20770,4492.657,-671.1873999999999,75,7,213.93604761904763,0
SC-20800,279.25600000000003,51.8252,11,4,55.851200000000006,1
SC-20845,280.632,31.175699999999985,13,2,70.158,1
SD-20485,6121.114,1985.1672,82,9,291.481619047619,0
SE-20110,12209.438000000002,2650.6768999999995,78,11,642.6020000000001,0
SF-20065,763.5459999999999,228.1623,35,7,84.83844444444443,1
SF-20200,3422.7859999999996,286.90460000000013,74,9,228.1857333333333,0
SF-20965,3336.5350000000003,539.9352,66,9,196.26676470588237,0
SG-20080,3406.581,570.4379999999999,30,3,309.68918181818185,1
SG-20470,1884.7979999999998,-119.01049999999998,62,8,134.62842857142854,1
SG-20605,3124.832,463.26899999999995,49,6,240.37169230769229,1
SG-20890,47.946,-3.7073000000000036,17,3,9.5892,1
SH-19975,3406.8395,558.4739999999999,113,13,117.47722413793103,0
SH-20395,2180.718,-144.5229000000002,45,10,145.38119999999998,1
SH-20635,2096.3920000000003,260.6258000000001,16,2,1048.1960000000001,1
SJ-20125,3949.656,144.1189,104,12,164.569,0
SJ-20215,1341.036,-23.51370000000003,35,6,134.1036,1
SJ-20500,1318.776,68.09629999999989,30,5,188.39657142857143,1
SK-19990,883.409,168.79329999999996,19,3,176.6818,1
SL-20155,3053.012,527.9715,30,7,339.22355555555555,1
SM-20005,244.494,-26.592699999999986,26,4,40.749,1
SM-20320,25043.05,-1980.7393000000022,50,5,1669.5366666666666,0
SM-20905,1043.0410000000002,-237.28850000000003,20,1,173.8401666666667,1
SM-20950,5563.392,581.5741999999999,94,12,252.88145454545455,0
SN-20560,1860.4179999999997,-716.8565000000001,67,6,124.02786666666664,1
SN-20710,3127.9592,481.74989999999997,89,7,164.62943157894736,0
SO-20335,2602.5755,-81.08580000000003,52,6,173.50503333333333,1
SP-20545,1306.086,-118.77570000000009,43,6,130.6086,1
SP-20620,5440.319,-270.4281999999996,77,9,226.67995833333336,0
SP-20650,1872.4360000000001,268.4781999999999,71,9,124.82906666666668,0
SP-20860,4282.9400000000005,566.7225999999997,80,10,178.45583333333335,0
SP-20920,3990.689,14.692399999999838,57,6,285.0492142857143,1
SR-20425,3233.4810000000007,-3333.914400000001,34,5,359.2756666666667,1
SR-20740,4345.8859999999995,1990.4243999999999,50,8,362.1571666666666,0
SS-20140,1324.028,332.34869999999995,86,8,63.04895238095238,0
SS-20410,3056.807,-1010.9738000000004,46,6,254.73391666666666,1
SS-20515,613.4,199.93449999999996,36,3,102.23333333333333,1
SS-20590,418.49,135.5401,17,6,46.49888888888889,1
SS-20875,964.6360000000001,-75.58600000000008,39,5,64.30906666666667,1
ST-20530,433.34000000000003,84.44189999999998,33,7,36.11166666666667,1
SU-20665,2595.364,763.4719,61,7,144.1868888888889,0
SV-20365,11470.95,1199.4242,109,10,358.4671875,0
SV-20785,4105.305,485.0271999999998,91,9,164.21220000000002,0
SV-20815,1271.0900000000001,199.6501999999999,24,4,211.84833333333336,1
SV-20935,1903.491,106.89120000000001,66,8,146.4223846153846,0
SW-20245,1085.078,-19.60620000000001,33,7,108.5078,1
SW-20275,1966.65,332.8725,28,6,280.95,1
SW-20350,1019.0440000000001,95.83829999999998,25,3,169.8406666666667,1
SW-20455,2921.544,793.6547999999999,18,7,324.616,1
SW-20755,758.6959999999999,68.24159999999995,27,2,94.83699999999999,1
SZ-20035,3625.329,366.43029999999993,69,11,181.26645000000002,0
TA-21385,14595.62,4703.788299999999,36,4,1459.5620000000001,0
TB-21055,1467.881,390.2113,66,5,81.54894444444444,1
TB-21175,3589.296,829.1635000000001,36,4,326.29963636363635,1
TB-21190,816.1740000000001,179.00379999999998,23,4,204.04350000000002,1
TB-21250,1602.3760000000002,260.61549999999994,74,7,84.33557894736843,1
TB-21280,2198.45,490.9566999999999,35,6,199.8590909090909,1
TB-21355,834.328,268.967,44,5,64.17907692307692,1
TB-21400,9133.99,2798.3688999999995,55,7,537.2935294117647,0
TB-21520,4737.486000000001,-1603.0451000000003,85,9,236.87430000000003,0
TB-21595,1387.559,-136.4091,29,5,198.2227142857143,1
TB-21625,2797.668,379.8819999999997,60,9,186.5112,0
TC-20980,19052.217999999997,8981.3239,42,5,1587.684833333333,0
TC-21145,1038.26,265.5332,17,1,259.565,1
TC-21295,4266.812,606.3727000000001,63,8,266.67575,0
TC-21475,1244.976,119.10399999999996,45,9,113.17963636363638,1
TC-21535,742.5580000000001,217.93300000000002,28,7,74.25580000000001,1
TD-20995,1434.548,88.18969999999999,67,9,89.65925,0
TG-21310,3058.3720000000003,682.1704,30,5,339.81911111111117,1
TG-21640,2074.661,365.7205000000001,50,4,207.4661,1
TH-21100,2422.824,-135.21250000000018,29,5,346.11771428571427,1
TH-21115,2942.772,-252.55389999999997,29,4,326.9746666666667,1
TH-21235,1022.2010000000001,92.72899999999998,40,8,78.63084615384616,1
TH-21550,4234.0960000000005,-571.9678,44,7,325.6996923076923,1
TM-21010,2955.2259999999997,573.3012999999999,67,8,155.53821052631577,0
TM-21490,1094.6779999999999,292.521,12,3,273.66949999999997,1
TN-21040,3130.221,-692.0452,48,7,260.85175,1
TP-21130,4454.0560000000005,1129.1261,55,9,278.37850000000003,0
TP-21415,5329.0048,-1087.3898000000002,39,5,532.90048,1
TP-21565,1936.6400000000003,139.2286999999999,48,4,193.66400000000004,1
TR-21325,675.9419999999999,220.36439999999996,22,5,96.56314285714284,1
TS-21085,4.833000000000001,-3.3156,4,2,2.4165000000000005,1
TS-21160,2163.624,260.8744,60,6,127.27199999999999,1
TS-21205,5371.09,862.8877000000001,67,7,282.68894736842105,0
TS-21340,974.782,-184.97889999999998,51,5,81.23183333333334,1
TS-21370,11891.751,2371.7144,59,6,792.7834,0
TS-21430,2054.14,48.70169999999998,31,5,293.4485714285714,1
TS-21505,2243.274,11.377900000000011,54,6,160.23385714285715,1
TS-21610,2820.424,-294.6981000000002,44,7,256.4021818181818,1
TS-21655,3368.094,220.91629999999992,52,5,240.57814285714286,1
TT-21070,4915.602,751.9567,66,7,351.11442857142856,0
TT-21220,1427.0439999999999,278.73709999999994,55,8,95.13626666666666,1
TT-21265,439.5,93.9162,8,3,146.5,1
TT-21460,5364.808,1124.4998999999998,48,7,383.20057142857144,0
TW-21025,5278.826,737.3904999999997,57,7,439.9021666666667,0
TZ-21580,1707.286,224.88869999999991,30,4,189.69844444444445,1
VB-21745,2005.596,371.23979999999995,37,6,200.5596,1
VD-21670,6442.254,1617.7874000000002,71,6,402.640875,0
VF-21715,847.944,-96.27800000000002,35,5,77.08581818181818,1
VG-21790,846.01,143.6268,32,6,105.75125,1
VG-21805,427.372,-52.333,16,5,71.22866666666667,1
VM-21685,2454.866,513.5269,37,7,204.57216666666667,1
VM-21835,380.69,116.63730000000001,25,5,47.58625,1
VP-21730,993.902,205.38879999999995,18,3,198.78040000000001,1
VP-21760,3360.5260000000003,-1018.7768,65,7,240.03757142857145,1
VS-21820,1055.981,-262.80930000000006,38,4,131.997625,1
VT-21700,1736.596,-224.0889000000001,42,2,192.9551111111111,1
VW-21775,6134.0380000000005,-874.6645000000002,77,10,340.77988888888893,0
WB-21850,6160.102,714.3310999999997,146,11,166.48924324324324,0
XP-21865,2374.658,621.23,100,11,84.80921428571428,0
YC-21895,5454.35,1305.6290000000001,31,5,681.79375,0
YS-21880,6720.444,1778.2922999999996,58,8,560.037,0
ZC-21910,8025.707,-1032.149000000001,105,13,258.8937741935484,0
ZD-21925,1493.9440000000002,249.13069999999993,32,5,165.9937777777778,1
